names	x.pos	y.pos	color	S.name	S.annotation	S.mapman	S.cluster	S.direct/indirect	S.TF/Other	S.UP	S.DOWN	T.name	T.annotation	T.mapman	T.cluster	T.direct/indirect	T.TF/Other	T.UP	T.DOWN	NAC002	AtbZIP52	PIF3	MYB3	ZAT10	ERF055	VIP1	ERF014	NAC018	NAP	ANAC032	RGA	ATHB_21	ATHB_6	SVP	ABI5	IBH1	BRC1	ERF035	GBF2	PDF2	HSFB2B	TCX2	WRKY18	ABF3	ATHB_40	ZAT6	DREB2A	AtMYB56	ERF003	ORE1	HAT2	SPCH	OBP4	NAC102	ATHB_53	HEC1	indegree	outdegree	transitivity	closeness	betweenness	eccentricity
AT4G31800	-727.820739746094	-1304.03405761719	#9900FF	WRKY18	WRKY transcription factor 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5T4]	RNA.regulation of transcription.WRKY domain transcription factor family	-- | -- | -- | -- | -- | -- | -- | -- | 9B	Direct	WRKY	NO	YES	WRKY18	WRKY transcription factor 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5T4]	RNA.regulation of transcription.WRKY domain transcription factor family	-- | -- | -- | -- | -- | -- | -- | -- | 9B	Direct	WRKY	NO	YES	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	12	579	0.025680424036686	0.419485791610284	0.004029517274791	3
AT4G31850	-2143.96175150643	-350.262573242187	#3399FF									PGR3	Pentatricopeptide repeat-containing protein At4g31850, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ52]	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	-- | -- | -- | -- | -- | -- | 7C | -- | --	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0.7	0.001074113856069	0	3
AT4G32770	923.896097614666	749.579772949219	#3399FF									VTE1	Tocopherol cyclase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94FY7]	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	-- | -- | -- | 4C | -- | -- | -- | -- | --	Indirect	Other	YES	NO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0.666666666666667	0.001074113856069	0	3
AT4G33470	-1211.21118164063	-315.700553653511	#FF0033									HDA14	Histone deacetylase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q941D6]	RNA.regulation of transcription.HDA	-- | -- | -- | -- | -- | -- | 7C | -- | --	Direct	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0.001074113856069	0	4
AT4G37410	-355.365091755291	-1326.279296875	#FF0033									CYP81F4	cytochrome P450, family 81, subfamily F, polypeptide 4 [Source:TAIR;Acc:AT4G37410]	misc.cytochrome P450	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Direct	Other	NO	YES	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	10	0	0.666666666666667	0.001074113856069	0	3
AT4G37890	1653.00805664062	76.9389643715655	#3399FF									EDA40	Zinc finger (C3HC4-type RING finger) family protein [Source:TAIR;Acc:AT4G37890]	protein.degradation.ubiquitin.E3.RING	-- | -- | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	10	0	0.711111111111111	0.001074113856069	0	3
AT5G03460	-196.906204223633	612.766703083416	#FF0033									AT5G03460	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 30201 Blast hits to 17322 proteins in 780 /.../es: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G03460]	not assigned.unknown	-- | -- | -- | -- | 5C | -- | -- | -- | --	Direct	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	9	0	0.777777777777778	0.001074113856069	0	3
AT5G04760	813.555167911323	-1434.96362304688	#FF0033									AT5G04760	Duplicated homeodomain-like superfamily protein [Source:TAIR;Acc:AT5G04760]	RNA.regulation of transcription.MYB-related transcription factor family	1C | -- | -- | -- | -- | 6C | -- | -- | --	Direct	MYB-related	NO	NO	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	12	0	0.787878787878788	0.001074113856069	0	3
AT5G05860	-667.768676757813	-1407.34704589844	#FF0033									UGT76C2	UDP-glycosyltransferase 76C2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIA0]	hormone metabolism.cytokinin.synthesis-degradation	-- | -- | -- | -- | -- | -- | -- | -- | 9B	Direct	Other	NO	YES	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	10	0	0.688888888888889	0.001074113856069	0	3
AT5G06980	678.274698688885	379.882904052734	#FF0033									AT5G06980	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G12320.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G06980]	not assigned.unknown	-- | -- | -- | 4C | -- | -- | -- | -- | --	Direct	Other	NO	YES	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	12	0	0.727272727272727	0.001074113856069	0	3
AT5G07010	284.694946289062	-1458.52380371094	#FF0033									SOT15/ST2A	Cytosolic sulfotransferase 15 [Source:UniProtKB/Swiss-Prot;Acc:Q8L5A7]	lipid metabolism.'exotics'(steroids, squalene etc)	1B | -- | -- | -- | -- | -- | -- | -- | --	Direct	Other	YES	NO	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	13	0	0.769230769230769	0.001074113856069	0	3
AT5G09440	-28.0528297424316	905.991678669353	#3399FF									EXL4	Protein EXORDIUM-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FY71]	signalling.in sugar and nutrient physiology	-- | -- | -- | -- | 5C | -- | -- | -- | --	Indirect	Other	NO	NO	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	15	0	0.695238095238095	0.001074113856069	0	3
AT5G11650	923.896097614666	829.579284667969	#3399FF									AT5G11650	alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT5G11650]	not assigned.no ontology	-- | -- | -- | 4C | -- | 6C | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0.8	0.001074113856069	0	3
AT5G13500	-757.067687988281	935.140991210938	#3399FF									AT5G13500	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: u /.../ protein (TAIR:AT5G25265.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G13500]	not assigned.unknown	-- | -- | -- | -- | -- | 6B | -- | -- | --	Indirect	Other	NO	NO	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	10	0	0.733333333333333	0.001074113856069	0	3
AT5G13840	-2241.27730513084	-1319.22045898438	#3399FF									FZR3	Protein FIZZY-RELATED 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPL5]	cell.division	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0.001074113856069	0	3
AT5G14780	1663.36560058594	-1056.68481445313	#3399FF									FDH1	Formate dehydrogenase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9S7E4]	C1-metabolism.formate dehydrogenase	1C | 2B | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	13	0	0.769230769230769	0.001074113856069	0	3
AT5G17850	-1133.81481933594	451.337790970687	#FF0033									CCX2	Cation/calcium exchanger 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKP2]	transport.calcium	-- | -- | -- | -- | -- | 6C | -- | -- | --	Direct	Other	YES	NO	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	9	0	0.75	0.001074113856069	0	3
AT5G19120	444.694946289063	-1338.52380371094	#FF0033									AT5G19120	Eukaryotic aspartyl protease family protein [Source:TAIR;Acc:AT5G19120]	development.storage proteins	1B | -- | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	YES	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	9	0	0.416666666666667	0.001074113856069	0	3
AT5G21170	807.394462344917	-1951.44299316406	#3399FF									KINB1	SNF1-related protein kinase regulatory subunit beta-1 [Source:UniProtKB/Swiss-Prot;Acc:Q84VQ1]	protein.postranslational modification	1C | -- | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	8	0	0.857142857142857	0.001074113856069	0	3
AT5G23210	1813.00939941406	-123.06102799904	#3399FF									SCPL34	Serine carboxypeptidase-like 34 [Source:UniProtKB/Swiss-Prot;Acc:Q0WPR4]	protein.degradation.serine protease	-- | -- | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	14	0	0.769230769230769	0.001074113856069	0	3
AT5G23870	1743.36596679688	-1056.68481445313	#3399FF									PAE9	Pectin acetylesterase 9 [Source:UniProtKB/Swiss-Prot;Acc:B9DFR3]	cell wall.pectin*esterases.acetyl esterase	-- | 2B | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	16	0	0.6	0.001074113856069	0	3
AT5G47560	1101.17456054688	-1013.64123535156	#FF0033									TDT	Tonoplast dicarboxylate transporter [Source:UniProtKB/Swiss-Prot;Acc:Q8LG88]	transport.unspecified cations	-- | 2B | -- | 4C | -- | -- | -- | -- | --	Direct	Other	NO	NO	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	19	0	0.719298245614035	0.001074113856069	0	3
AT5G49360	1264.19864701759	-766.166198730469	#FF0033									BXL1	Beta-D-xylosidase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGY1]	cell wall.degradation.mannan-xylose-arabinose-fucose	-- | 2C | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	YES	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	17	0	0.705882352941177	0.001074113856069	0	3
AT5G51670	1573.00720214844	36.9389262245928	#3399FF									AT5G51670	Protein of unknown function (DUF668) [Source:TAIR;Acc:AT5G51670]	not assigned.unknown	-- | -- | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	17	0	0.713235294117647	0.001074113856069	0	3
AT5G52520	-1371.21118164063	-275.700614688667	#FF0033									OVA6	Class II aaRS and biotin synthetases superfamily protein [Source:TAIR;Acc:AT5G52520]	protein.aa activation.bifunctional aminoacyl-tRNA synthetase	-- | -- | -- | -- | -- | -- | 7C | -- | --	Direct	Other	NO	NO	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	12	0	0.742424242424242	0.001074113856069	0	3
AT5G52570	598.273722126385	539.882263183594	#FF0033									BETA-OHASE 2	Beta-carotene 3-hydroxylase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LTG0]	secondary metabolism.isoprenoids.carotenoids.carotenoid beta ring hydroxylase	-- | -- | -- | 4C | -- | -- | -- | -- | --	Direct	Other	YES	NO	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	10	0	0.822222222222222	0.001074113856069	0	3
AT5G53760	-33.9436096691092	-1811.65051269531	#3399FF	MLO11	MLO-like protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9FI00]	stress.biotic.signalling.MLO-like	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	NO	MLO11	MLO-like protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9FI00]	stress.biotic.signalling.MLO-like	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	11	0	0.781818181818182	0.001074113856069	0	3
AT5G53980	1048.69152832031	-302.340179443359	#9900FF									ATHB-52	Homeobox-leucine zipper protein ATHB-52 [Source:UniProtKB/Swiss-Prot;Acc:Q9FN29]	RNA.regulation of transcription.HB,Homeobox transcription factor family	-- | -- | 3B | -- | -- | -- | -- | -- | --	Direct	Homeobox	NO	NO	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0.714285714285714	0.001074113856069	0	3
AT5G54300	598.273722126385	419.882904052734	#FF0033									AT5G54300	Protein of unknown function (DUF761) [Source:TAIR;Acc:AT5G54300]	not assigned.unknown	-- | -- | -- | 4C | -- | 6C | -- | -- | --	Direct	Other	YES	NO	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	18	0	0.73202614379085	0.001074113856069	0	3
AT5G57030	-2143.96175150643	-390.262451171875	#3399FF									LUT2	Lycopene epsilon cyclase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q38932]	secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase	-- | -- | -- | -- | -- | -- | 7C | -- | --	Indirect	Other	NO	YES	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0.9	0.001074113856069	0	3
AT5G57340	1047.39360785273	-1991.44299316406	#3399FF									AT5G57340	unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT5G57340]	not assigned.unknown	1C | 2C | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	15	0	0.628571428571429	0.001074113856069	0	3
AT5G57660	518.717834472656	-1700.60144042969	#006600									COL5	Zinc finger protein CONSTANS-LIKE 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHH8]	RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family	1B | -- | -- | -- | -- | -- | -- | -- | --	Indirect	C2C2-CO-like	NO	YES	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	15	0	0.771428571428571	0.001074113856069	0	3
AT5G58770	603.89652486076	869.578979492188	#3399FF									AT5G58770	Dehydrodolichyl diphosphate synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q56Y11]	not assigned.no ontology	-- | -- | -- | 4C | -- | -- | -- | -- | --	Indirect	Other	NO	YES	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	8	0	0.642857142857143	0.001074113856069	0	3
AT5G59400	683.896646931072	789.579650878906	#3399FF									AT5G59400	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: PGR5-like B (TAIR:AT4G1196 /.../Has 97 Blast hits to 97 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 97; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G59400]	not assigned.unknown	-- | -- | -- | 4C | -- | -- | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0.6	0.001074113856069	0	3
AT5G59845	142.855560302734	671.821472167969	#FF0033									GASA10	Gibberellin-regulated protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8LFM2]	hormone metabolism.gibberelin.induced-regulated-responsive-activated	-- | -- | -- | -- | 5B | -- | -- | -- | --	Direct	Other	YES	NO	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	9	0	0.722222222222222	0.001074113856069	0	3
AT5G60850	859.841857910156	-1018.14685058594	#9900FF	DOF5.4	Dof zinc finger protein DOF5.4 [Source:UniProtKB/Swiss-Prot;Acc:Q8LDR0]	RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family	-- | 2B | -- | -- | -- | -- | -- | -- | --	Direct	C2C2-Dof	NO	NO	DOF5.4	Dof zinc finger protein DOF5.4 [Source:UniProtKB/Swiss-Prot;Acc:Q8LDR0]	RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family	-- | 2B | -- | -- | -- | -- | -- | -- | --	Direct	C2C2-Dof	NO	NO	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	18	390	0.033986051162614	0.382087099424815	0.003909578340388	3
AT5G61820	-1053.81494140625	411.337668900374	#FF0033									AT5G61820	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: vacuole; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Stress up-regulated Nod 19 (InterPro:IPR011692 /.../ 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G61820]	not assigned.unknown	-- | -- | -- | -- | -- | 6C | -- | -- | --	Direct	Other	YES	NO	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0.821428571428571	0.001074113856069	0	3
AT5G63800	1264.19864701759	-846.166198730469	#FF0033									BGAL6	Beta-galactosidase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFN4]	misc.gluco-, galacto- and mannosidases.beta-galactosidase	-- | 2C | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	YES	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	18	0	0.725490196078431	0.001074113856069	0	3
AT5G64230	-1117.47985839844	971.60660600197	#3399FF									AT5G64230	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, petal differentiation and expansion stage; BEST Arab /.../s thaliana protein match is: unknown protein (TAIR:AT3G19920.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT5G64230]	not assigned.unknown	-- | -- | -- | -- | -- | 6C | -- | -- | --	Indirect	Other	NO	NO	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	16	0	0.341666666666667	0.001074113856069	0	3
AT5G65020	-193.943247272869	-1731.650390625	#3399FF	ANN2	Annexin D2 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE2]	cell.organisation	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	NO	ANN2	Annexin D2 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE2]	cell.organisation	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	NO	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	7	0	0.666666666666667	0.001074113856069	0	3
AT5G65380	1024.19864701759	-846.166198730469	#FF0033									AT5G65380	MATE efflux family protein [Source:TAIR;Acc:AT5G65380]	development.unspecified	-- | 2C | -- | 4C | -- | -- | -- | -- | --	Direct	Other	NO	YES	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	10	0	0.688888888888889	0.001074113856069	0	3
AT5G66590	1139.61279296875	-346.167633056641	#FF0033									AT5G66590	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein [Source:TAIR;Acc:AT5G66590]	stress.abiotic.unspecified	-- | -- | 3B | -- | -- | -- | -- | -- | --	Direct	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	10	0	0.822222222222222	0.001074113856069	0	3
AT5G66700	-740.274658203125	324.335693359375	#9900FF	ATHB-53	Homeobox-leucine zipper protein ATHB-53 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVR0]	RNA.regulation of transcription.HB,Homeobox transcription factor family	-- | -- | -- | -- | -- | 6B | -- | -- | --	Direct	Homeobox	YES	NO	ATHB-53	Homeobox-leucine zipper protein ATHB-53 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVR0]	RNA.regulation of transcription.HB,Homeobox transcription factor family	-- | -- | -- | -- | -- | 6B | -- | -- | --	Direct	Homeobox	YES	NO	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	13	319	0.046697060092681	0.369047619047619	0.001212672086133	3
AT2G01570	859.841857910156	-978.147338867188	#9900FF	RGA	DELLA protein RGA [Source:UniProtKB/Swiss-Prot;Acc:Q9SLH3]	hormone metabolism.gibberelin.signal transduction	-- | 2B | -- | -- | -- | -- | -- | -- | --	Direct	GRAS	NO	NO	RGA	DELLA protein RGA [Source:UniProtKB/Swiss-Prot;Acc:Q9SLH3]	hormone metabolism.gibberelin.signal transduction	-- | 2B | -- | -- | -- | -- | -- | -- | --	Direct	GRAS	NO	NO	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	17	32	0.339323467230444	0.319477842665751	0.000243285157801	3
AT1G03610	813.555167911323	-1394.96362304688	#FF0033									AT1G03610	Protein of unknown function (DUF789) [Source:TAIR;Acc:AT1G03610]	not assigned.unknown	1C | -- | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	9	0	0.75	0.001074113856069	0	3
AT1G08630	887.394462344917	-1951.44299316406	#3399FF									THA1	Probable low-specificity L-threonine aldolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXU4]	amino acid metabolism.degradation.serine-glycine-cysteine group.glycine	1C | -- | -- | -- | -- | -- | -- | -- | --	Indirect	Other	YES	NO	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	13	0	0.807692307692308	0.001074113856069	0	3
AT1G18370	-1154.12369771232	-1182.67236328125	#FF0033									NACK1	Kinesin-like protein NACK1 [Source:UniProtKB/Swiss-Prot;Acc:Q8S905]	cell.organisation	-- | -- | -- | -- | -- | -- | -- | 8C | --	Direct	Other	NO	NO	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	11	0	0.727272727272727	0.001074113856069	0	3
AT1G25560	945.203125	-1245.76062011719	#9900FF									TEM1	AP2/ERF and B3 domain-containing transcription repressor TEM1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6M5]	RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family	1C | -- | -- | -- | -- | -- | -- | -- | --	Direct	ABI3VP1	NO	NO	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	12	0	0.727272727272727	0.001074113856069	0	3
AT1G53560	1024.19864701759	-726.166198730469	#FF0033									AT1G53560	Ribosomal protein L18ae family [Source:TAIR;Acc:AT1G53560]	not assigned.unknown	-- | 2C | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	NO	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	14	0	0.725274725274725	0.001074113856069	0	3
